template,prompt,target,meta_json
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU7636, <ALT> 5000ft, <RWY> 05R, <DIST> 18.5NM [Pilot]: Greensboro Approach, <F#> JBU7636, level 9000 feet, inbound for landing.","[ATC]: JBU7636, radar contact, descend and maintain 5000, expect ILS Runway 05R.","{""callsign"": ""JBU7636"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 18.5, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 310, ""wind_spd"": 11, ""gate"": ""B6"", ""route"": ""Delta, Kilo, Juliet""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL1438, <ALT> 3000ft, <RWY> 32, <DIST> 4.0NM [Pilot]: Greensboro Approach, <F#> UAL1438, level 7000 feet, inbound for landing.","[ATC]: UAL1438, radar contact, descend and maintain 3000, expect ILS Runway 32.","{""callsign"": ""UAL1438"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 4.0, ""dist_mi"": 4, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 220, ""wind_spd"": 14, ""gate"": ""B2"", ""route"": ""Lima, Golf, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA7659, <ALT> 5000ft, <RWY> 32, <DIST> 9.8NM [Pilot]: Greensboro Approach, <F#> SWA7659, level 6000 feet, inbound for landing.","[ATC]: SWA7659, radar contact, descend and maintain 5000, expect ILS Runway 32.","{""callsign"": ""SWA7659"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 9.8, ""dist_mi"": 10, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 270, ""wind_spd"": 9, ""gate"": ""A3"", ""route"": ""Juliet, Charlie""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA8756, <TXWY> Charlie, Kilo, Alpha, <GATE> B2 [Pilot]: Greensboro Ground, <F#> ASA8756, clear of active, request taxi to Gate <GATE> B2.","[ATC]: ASA8756, taxi to Gate B2 via Charlie, Kilo, Alpha.","{""callsign"": ""ASA8756"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 15.0, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 200, ""wind_spd"": 5, ""gate"": ""B2"", ""route"": ""Charlie, Kilo, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL5005, <WIND> 260 at 9, <RWY> 05L, <DIST> 12mi [Pilot]: Greensboro Tower, <F#> DAL5005, <DIST> 12 miles out.","[ATC]: DAL5005, wind 260 at 9, Runway 05L cleared to land.","{""callsign"": ""DAL5005"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 12.1, ""dist_mi"": 12, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 260, ""wind_spd"": 9, ""gate"": ""D4"", ""route"": ""Bravo, Golf""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA6915, <ALT> 5000ft, <RWY> 32, <DIST> 13.4NM [Pilot]: Greensboro Approach, <F#> ASA6915, level 9000 feet, inbound for landing.","[ATC]: ASA6915, radar contact, descend and maintain 5000, expect ILS Runway 32.","{""callsign"": ""ASA6915"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 13.4, ""dist_mi"": 13, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 190, ""wind_spd"": 15, ""gate"": ""A3"", ""route"": ""Lima, Alpha""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA7801, <TXWY> Lima, Kilo, Foxtrot, <GATE> B2 [Pilot]: Greensboro Ground, <F#> SWA7801, clear of active, request taxi to Gate <GATE> B2.","[ATC]: SWA7801, taxi to Gate B2 via Lima, Kilo, Foxtrot.","{""callsign"": ""SWA7801"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 20.4, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 250, ""wind_spd"": 10, ""gate"": ""B2"", ""route"": ""Lima, Kilo, Foxtrot""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA7212, <TXWY> Charlie, Hotel, <GATE> A3 [Pilot]: Greensboro Ground, <F#> SWA7212, clear of active, request taxi to Gate <GATE> A3.","[ATC]: SWA7212, taxi to Gate A3 via Charlie, Hotel.","{""callsign"": ""SWA7212"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 15.7, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""05R"", ""wind_dir"": 260, ""wind_spd"": 16, ""gate"": ""A3"", ""route"": ""Charlie, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N722Z, <TXWY> Alpha, Echo, <GATE> A5 [Pilot]: Greensboro Ground, <F#> N722Z, clear of active, request taxi to Gate <GATE> A5.","[ATC]: N722Z, taxi to Gate A5 via Alpha, Echo.","{""callsign"": ""N722Z"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 12.3, ""dist_mi"": 12, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 190, ""wind_spd"": 15, ""gate"": ""A5"", ""route"": ""Alpha, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL4888, <WIND> 190 at 6, <RWY> 14, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL4888, <DIST> 15 miles out.","[ATC]: DAL4888, wind 190 at 6, Runway 14 cleared to land.","{""callsign"": ""DAL4888"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 23.2, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 190, ""wind_spd"": 6, ""gate"": ""A1"", ""route"": ""Alpha, Juliet, Kilo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7860Z, <ALT> 3000ft, <RWY> 23L, <DIST> 7.9NM [Pilot]: Greensboro Approach, <F#> N7860Z, level 8000 feet, inbound for landing.","[ATC]: N7860Z, radar contact, descend and maintain 3000, expect ILS Runway 23L.","{""callsign"": ""N7860Z"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 7.9, ""dist_mi"": 8, ""rwy"": ""23L"", ""hs_rwy"": ""05R"", ""wind_dir"": 180, ""wind_spd"": 13, ""gate"": ""A5"", ""route"": ""Bravo, Golf""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL3227, <GATE> B2, <RWY> 32, <TXWY> Lima, Alpha, Golf, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> AAL3227, at Gate <GATE> B2, request taxi to Runway <RWY> 32.","[ATC]: AAL3227, taxi to Runway 32 via Lima, Alpha, Golf, hold short of Runway 05R.","{""callsign"": ""AAL3227"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 13.1, ""dist_mi"": 13, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 250, ""wind_spd"": 15, ""gate"": ""B2"", ""route"": ""Lima, Alpha, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N9413Z, <TXWY> Kilo, Echo, Alpha, <GATE> D2 [Pilot]: Greensboro Ground, <F#> N9413Z, clear of active, request taxi to Gate <GATE> D2.","[ATC]: N9413Z, taxi to Gate D2 via Kilo, Echo, Alpha.","{""callsign"": ""N9413Z"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 10.8, ""dist_mi"": 11, ""rwy"": ""23R"", ""hs_rwy"": ""23L"", ""wind_dir"": 230, ""wind_spd"": 4, ""gate"": ""D2"", ""route"": ""Kilo, Echo, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL8, <ALT> 4000ft, <RWY> 05R, <DIST> 9.4NM [Pilot]: Greensboro Approach, <F#> UAL8, level 7000 feet, inbound for landing.","[ATC]: UAL8, radar contact, descend and maintain 4000, expect ILS Runway 05R.","{""callsign"": ""UAL8"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 9.4, ""dist_mi"": 9, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 280, ""wind_spd"": 10, ""gate"": ""A3"", ""route"": ""Juliet, Alpha, Foxtrot""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU515, <GATE> B2, <RWY> 23R, <TXWY> Juliet, Alpha, Delta, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> JBU515, at Gate <GATE> B2, request taxi to Runway <RWY> 23R.","[ATC]: JBU515, taxi to Runway 23R via Juliet, Alpha, Delta, hold short of Runway 32.","{""callsign"": ""JBU515"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 5.9, ""dist_mi"": 6, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 290, ""wind_spd"": 13, ""gate"": ""B2"", ""route"": ""Juliet, Alpha, Delta""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU7312, <GATE> B4, <RWY> 05L, <TXWY> Hotel, Lima, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> JBU7312, at Gate <GATE> B4, request taxi to Runway <RWY> 05L.","[ATC]: JBU7312, taxi to Runway 05L via Hotel, Lima, hold short of Runway 23R.","{""callsign"": ""JBU7312"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 5.6, ""dist_mi"": 6, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 180, ""wind_spd"": 13, ""gate"": ""B4"", ""route"": ""Hotel, Lima""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N8356P, <WIND> 310 at 13, <RWY> 05L, <DIST> 12mi [Pilot]: Greensboro Tower, <F#> N8356P, <DIST> 12 miles out.","[ATC]: N8356P, wind 310 at 13, Runway 05L cleared to land.","{""callsign"": ""N8356P"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 11.5, ""dist_mi"": 12, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 310, ""wind_spd"": 13, ""gate"": ""A1"", ""route"": ""Delta, Juliet, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT6055, <WIND> 300 at 15, <RWY> 05L, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> FFT6055, <DIST> 10 miles out.","[ATC]: FFT6055, wind 300 at 15, Runway 05L cleared to land.","{""callsign"": ""FFT6055"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 9.8, ""dist_mi"": 10, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 300, ""wind_spd"": 15, ""gate"": ""A1"", ""route"": ""Lima, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL586, <GATE> B4, <RWY> 23L, <TXWY> Golf, Foxtrot, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> DAL586, at Gate <GATE> B4, request taxi to Runway <RWY> 23L.","[ATC]: DAL586, taxi to Runway 23L via Golf, Foxtrot, hold short of Runway 14.","{""callsign"": ""DAL586"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 18.7, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 330, ""wind_spd"": 12, ""gate"": ""B4"", ""route"": ""Golf, Foxtrot""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT8312, <GATE> B6, <RWY> 23R, <TXWY> Golf, Kilo, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> FFT8312, at Gate <GATE> B6, request taxi to Runway <RWY> 23R.","[ATC]: FFT8312, taxi to Runway 23R via Golf, Kilo, hold short of Runway 14.","{""callsign"": ""FFT8312"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 18.6, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 180, ""wind_spd"": 9, ""gate"": ""B6"", ""route"": ""Golf, Kilo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA8042, <ALT> 6000ft, <RWY> 23L, <DIST> 14.2NM [Pilot]: Greensboro Approach, <F#> ASA8042, level 8000 feet, inbound for landing.","[ATC]: ASA8042, radar contact, descend and maintain 6000, expect ILS Runway 23L.","{""callsign"": ""ASA8042"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 14.2, ""dist_mi"": 14, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 250, ""wind_spd"": 7, ""gate"": ""B6"", ""route"": ""Hotel, Alpha, Lima""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N3605J, <WIND> 230 at 11, <RWY> 23R, <DIST> 4mi [Pilot]: Greensboro Tower, <F#> N3605J, <DIST> 4 miles out.","[ATC]: N3605J, wind 230 at 11, Runway 23R cleared to land.","{""callsign"": ""N3605J"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 3.6, ""dist_mi"": 4, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 230, ""wind_spd"": 11, ""gate"": ""A5"", ""route"": ""Golf, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA8445, <WIND> 320 at 16, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA8445, <DIST> 15 miles out.","[ATC]: SWA8445, wind 320 at 16, Runway 05R cleared to land.","{""callsign"": ""SWA8445"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 15.8, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 320, ""wind_spd"": 16, ""gate"": ""A1"", ""route"": ""Echo, Charlie""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA84, <TXWY> Delta, Charlie, Golf, <GATE> A1 [Pilot]: Greensboro Ground, <F#> ASA84, clear of active, request taxi to Gate <GATE> A1.","[ATC]: ASA84, taxi to Gate A1 via Delta, Charlie, Golf.","{""callsign"": ""ASA84"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 3.7, ""dist_mi"": 4, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 310, ""wind_spd"": 10, ""gate"": ""A1"", ""route"": ""Delta, Charlie, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL7856, <TXWY> Juliet, Echo, <GATE> A3 [Pilot]: Greensboro Ground, <F#> DAL7856, clear of active, request taxi to Gate <GATE> A3.","[ATC]: DAL7856, taxi to Gate A3 via Juliet, Echo.","{""callsign"": ""DAL7856"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 10.3, ""dist_mi"": 10, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 230, ""wind_spd"": 4, ""gate"": ""A3"", ""route"": ""Juliet, Echo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL6960, <ALT> 3000ft, <RWY> 32, <DIST> 15.7NM [Pilot]: Greensboro Approach, <F#> UAL6960, level 8000 feet, inbound for landing.","[ATC]: UAL6960, radar contact, descend and maintain 3000, expect ILS Runway 32.","{""callsign"": ""UAL6960"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 15.7, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 300, ""wind_spd"": 15, ""gate"": ""A5"", ""route"": ""Juliet, Delta""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N8807L, <WIND> 270 at 13, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> N8807L, <DIST> 15 miles out.","[ATC]: N8807L, wind 270 at 13, Runway 05R cleared to land.","{""callsign"": ""N8807L"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 23.4, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 270, ""wind_spd"": 13, ""gate"": ""D4"", ""route"": ""Juliet, Lima, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL6136, <WIND> 250 at 16, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> UAL6136, <DIST> 15 miles out.","[ATC]: UAL6136, wind 250 at 16, Runway 32 cleared to land.","{""callsign"": ""UAL6136"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 18.0, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 250, ""wind_spd"": 16, ""gate"": ""A5"", ""route"": ""Delta, Echo, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL2809, <GATE> D4, <RWY> 23R, <TXWY> Golf, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> AAL2809, at Gate <GATE> D4, request taxi to Runway <RWY> 23R.","[ATC]: AAL2809, taxi to Runway 23R via Golf, Echo, hold short of Runway 05L.","{""callsign"": ""AAL2809"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 4.9, ""dist_mi"": 5, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 300, ""wind_spd"": 6, ""gate"": ""D4"", ""route"": ""Golf, Echo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA3904, <WIND> 330 at 4, <RWY> 05R, <DIST> 6mi [Pilot]: Greensboro Tower, <F#> SWA3904, <DIST> 6 miles out.","[ATC]: SWA3904, wind 330 at 4, Runway 05R cleared to land.","{""callsign"": ""SWA3904"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 6.3, ""dist_mi"": 6, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 330, ""wind_spd"": 4, ""gate"": ""C1"", ""route"": ""Kilo, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL236, <TXWY> Bravo, Charlie, Delta, <GATE> A1 [Pilot]: Greensboro Ground, <F#> UAL236, clear of active, request taxi to Gate <GATE> A1.","[ATC]: UAL236, taxi to Gate A1 via Bravo, Charlie, Delta.","{""callsign"": ""UAL236"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 18.9, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 260, ""wind_spd"": 8, ""gate"": ""A1"", ""route"": ""Bravo, Charlie, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA5782, <TXWY> Echo, Alpha, Charlie, <GATE> A3 [Pilot]: Greensboro Ground, <F#> ASA5782, clear of active, request taxi to Gate <GATE> A3.","[ATC]: ASA5782, taxi to Gate A3 via Echo, Alpha, Charlie.","{""callsign"": ""ASA5782"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 5.3, ""dist_mi"": 5, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 270, ""wind_spd"": 8, ""gate"": ""A3"", ""route"": ""Echo, Alpha, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL498, <ALT> 5000ft, <RWY> 32, <DIST> 6.6NM [Pilot]: Greensboro Approach, <F#> DAL498, level 6000 feet, inbound for landing.","[ATC]: DAL498, radar contact, descend and maintain 5000, expect ILS Runway 32.","{""callsign"": ""DAL498"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 6.6, ""dist_mi"": 7, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 200, ""wind_spd"": 5, ""gate"": ""B2"", ""route"": ""Bravo, Hotel, Juliet""}"
